TRIP
DATE 2004-01-02 
DECLINATION     0.00
DATA
36.807	-0.677	38.911	0.545
38.911	0.545	38.623	1.249
38.911	0.545	38.727	2.040
38.911	0.545	38.917	2.513
38.911	0.545	39.216	2.155
38.911	0.545	39.859	1.924
38.911	0.545	40.112	1.287
38.911	0.545	40.055	0.724
38.911	0.545	39.295	0.473
34.915	-0.363	36.807	-0.677
36.807	-0.677	36.883	-0.718
36.807	-0.677	37.071	-0.578
36.807	-0.677	37.395	1.211
36.807	-0.677	37.711	2.013
36.807	-0.677	37.274	2.508
36.807	-0.677	37.281	2.110
36.807	-0.677	36.746	2.058
36.807	-0.677	36.253	2.091
36.807	-0.677	35.853	2.227
36.807	-0.677	34.809	1.880
36.807	-0.677	34.674	0.569
36.807	-0.677	34.786	-0.741
36.807	-0.677	36.472	-0.770
26.292	2.483	34.915	-0.363
34.915	-0.363	34.212	-0.734
34.915	-0.363	33.371	-0.779
34.915	-0.363	33.295	0.746
34.915	-0.363	32.293	2.351
34.915	-0.363	32.983	2.842
34.915	-0.363	33.397	3.139
34.915	-0.363	34.063	1.974
34.915	-0.363	34.168	1.433
34.915	-0.363	34.670	0.900
34.915	-0.363	36.016	0.508
34.915	-0.363	35.920	-0.589
34.915	-0.363	35.736	-0.737
34.915	-0.363	35.052	-0.866
22.388	1.973	26.292	2.483
26.292	2.483	26.243	2.487
26.292	2.483	25.404	2.766
26.292	2.483	25.819	3.672
26.292	2.483	26.142	3.628
26.292	2.483	26.293	3.396
26.292	2.483	26.019	2.917
26.292	2.483	25.796	2.114
26.292	2.483	25.736	0.681
26.292	2.483	25.623	-0.403
26.292	2.483	25.754	-0.881
26.292	2.483	25.598	-1.504
26.292	2.483	25.254	-1.818
26.292	2.483	25.838	0.032
26.292	2.483	25.932	1.558
17.212	0.748	22.388	1.973
22.388	1.973	22.083	2.681
22.388	1.973	20.882	2.624
22.388	1.973	18.953	2.615
22.388	1.973	16.695	3.301
22.388	1.973	15.847	2.616
22.388	1.973	15.651	1.058
22.388	1.973	15.126	-0.775
22.388	1.973	15.706	-1.639
22.388	1.973	16.866	-1.582
22.388	1.973	22.240	1.850
22.388	1.973	22.676	1.900
22.388	1.973	24.407	2.253
22.388	1.973	23.871	2.847
22.388	1.973	22.833	2.967
15.684	-0.095	17.212	0.748
17.212	0.748	17.084	-0.197
17.212	0.748	17.976	2.475
17.212	0.748	18.139	1.204
17.212	0.748	17.949	-1.054
17.212	0.748	18.055	-1.471
17.212	0.748	17.671	-0.959
17.212	0.748	17.217	-0.166
17.212	0.748	17.086	0.483
17.212	0.748	16.928	1.695
17.212	0.748	17.484	2.428
17.212	0.748	17.126	4.213
17.212	0.748	17.611	4.015
17.212	0.748	17.864	3.348
11.185	0.328	15.684	-0.095
15.684	-0.095	15.953	-0.464
15.684	-0.095	17.369	-0.073
15.684	-0.095	16.933	0.276
15.684	-0.095	18.152	1.950
15.684	-0.095	18.399	2.397
15.684	-0.095	18.032	2.791
15.684	-0.095	18.027	3.726
15.684	-0.095	17.438	4.019
15.684	-0.095	15.755	3.821
15.684	-0.095	14.486	3.272
15.684	-0.095	13.154	2.611
15.684	-0.095	12.262	0.456
15.684	-0.095	12.340	-0.156
15.684	-0.095	12.805	-1.533
15.684	-0.095	14.178	-1.767
15.684	-0.095	14.819	-1.542
15.684	-0.095	15.365	-0.782
5.268	1.664	11.185	0.328
11.185	0.328	11.480	-0.538
11.185	0.328	11.125	-1.387
11.185	0.328	7.616	-0.415
11.185	0.328	6.062	0.919
11.185	0.328	7.090	1.989
11.185	0.328	7.057	3.412
11.185	0.328	8.284	3.615
11.185	0.328	8.294	3.485
11.185	0.328	9.548	2.914
11.185	0.328	9.966	2.820
11.185	0.328	10.703	1.443
0.000	0.000	5.268	1.664
5.268	1.664	5.209	2.278
5.268	1.664	4.580	2.438
5.268	1.664	4.092	2.321
5.268	1.664	3.083	2.682
5.268	1.664	2.553	2.324
5.268	1.664	1.772	1.047
5.268	1.664	1.023	0.002
5.268	1.664	0.772	-1.594
5.268	1.664	0.942	-1.958
5.268	1.664	3.062	-0.965
5.268	1.664	3.975	-0.430
5.268	1.664	5.700	-0.336
0.000	0.000	0.000	-1.548
0.000	0.000	0.000	-0.869
0.000	0.000	0.000	-0.454
0.000	0.000	0.000	-0.414
0.000	0.000	0.000	0.368
0.000	0.000	0.000	0.858
0.000	0.000	0.000	1.504
0.000	0.000	0.000	1.795
0.000	0.000	0.000	1.193
0.000	0.000	0.000	1.120
